feature,selection_frequency,mean_signed_coefficient,mean_abs_coefficient,n_sparse_models,association_statistic,association_p,effect_size,empirical_permutation_p,q_value,normalized_effect,transport_stability_weight,CSDS,task,protocol,label_classes,description
frac_R_to_C,0.0,0.0,0.0,40,22788.0,0.2710136625032912,0.06299708454810493,0.35294117647058826,0.39897698209718674,0.11842855263734814,0.41149331657303423,0.0,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
energy_margin,0.125,-0.00810377601761239,0.00810377601761239,40,23613.0,0.07616240455972885,0.10148104956268211,0.058823529411764705,0.10924369747899158,0.19077476213443223,0.3946823896729262,0.008383735855988644,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
E_total__G4,0.0,0.0,0.0,40,23786.0,0.05556179689109278,0.10955102040816334,0.0392156862745098,0.0784313725490196,0.20594554303503326,0.3946823896729262,0.0,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
E_D_to_R__G4,1.0,-0.3203848830936534,0.3203848830936534,40,29913.0,4.841555890466677e-12,0.39535860058309047,0.0196078431372549,0.0463458110516934,0.7432367255667122,0.4479344102312526,0.3174917964634205,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
E_D_to_C__G4,0.9,0.09592105446866853,0.09592105446866853,40,19713.0,0.15982079893291723,0.0804431486880467,0.3137254901960784,0.3707664884135472,0.15122550094269313,0.42819562433380104,0.0366709035085764,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
E_R_to_C__G4,0.075,0.0026063504939605538,0.0026063504939605538,40,21224.0,0.862124029632261,0.009959183673469374,0.9019607843137255,0.9380392156862746,0.018722322094093895,0.41149331657303423,3.5801454269607965e-05,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
p_sheaf__G4,1.0,0.25402041831166694,0.25402041831166694,40,11804.0,4.0191916806570235e-15,0.4493760932944606,0.0196078431372549,0.0463458110516934,0.8447844959880738,0.7,0.5639425913503273,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
E_total__G2G3,0.05,0.0012815376371693356,0.0012815376371693356,40,18851.0,0.034986745971511204,0.12065306122448982,0.11764705882352941,0.17993079584775085,0.2268163283202526,0.3946823896729262,0.003670646588815136,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
E_D_to_R__G2G3,0.35,0.020990717616261544,0.020990717616261544,40,18977.0,0.044880061069099114,0.11477551020408161,0.0784313725490196,0.13594771241830064,0.21576708905160694,0.4479344102312526,0.029228578692658477,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
E_D_to_C__G2G3,0.0,0.0,0.0,40,19387.0,0.09462676520868346,0.09565014577259479,0.1568627450980392,0.22657952069716775,0.17981321524093488,0.42819562433380104,0.0,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
E_R_to_C__G2G3,0.125,0.004808191413721012,0.004808191413721012,40,20109.0,0.27889993965506843,0.061970845481049586,0.23529411764705882,0.30588235294117644,0.11649932038409265,0.41149331657303423,0.0041593864877616646,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
p_sheaf__G2G3,1.0,-0.2540204183116672,0.2540204183116672,40,31071.0,4.0191916806570235e-15,0.4493760932944606,0.0196078431372549,0.0463458110516934,0.8447844959880738,0.7,0.5639425913503273,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
transport_margin,1.0,-0.5414277804062079,0.5414277804062079,40,30306.0,4.809321908556628e-13,0.41369096209912537,0.0196078431372549,0.0463458110516934,0.7776998289998686,0.6420989899316556,0.47621701773422054,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
transport_min_distance,0.0,0.0,0.0,40,18304.0,0.010633684277046161,0.14616909620991259,0.0196078431372549,0.0463458110516934,0.2747840575261982,0.6420989899316556,0.0,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
transport_dist_to__0,0.0,0.0,0.0,40,15946.0,7.565593426599496e-06,0.25616326530612243,0.0196078431372549,0.0463458110516934,0.48156267812513703,0.6420989899316556,0.0,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
bio_dist_to__0,1.0,0.17260271337850483,0.17260271337850483,40,12635.0,7.137895544242562e-13,0.4106122448979592,0.0196078431372549,0.0463458110516934,0.7719121322401018,0.6420989899316556,0.4726729772346481,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
sheaf_dist_to__0,0.0,0.0,0.0,40,21395.0,0.9726818061197536,0.001982507288629698,0.9803921568627451,0.9803921568627451,0.003726925943789113,0.6420989899316556,0.0,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
transport_dist_to__1,0.725,-0.06502727671830656,0.06502727671830656,40,27139.0,3.3460552373185943e-06,0.2659591836734694,0.0196078431372549,0.0463458110516934,0.49997807690621304,0.6420989899316556,0.2219636592200995,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
bio_dist_to__1,1.0,-1.0583058080879009,1.0583058080879009,40,32841.0,1.437737550130583e-20,0.5319416909620991,0.0196078431372549,0.0463458110516934,1.0,0.6420989899316556,0.6123403914677998,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
sheaf_dist_to__1,0.0,0.0,0.0,40,22711.0,0.29929391344786116,0.059405247813411055,0.39215686274509803,0.42483660130718953,0.11167623975095362,0.6420989899316556,0.0,grade4_status,strict_no_grade_no_clusters,0;1,Grade 4 status with grade and cluster leakage controls
