model,n,sris_mean,sris_median,sris_std,mean_E_D_to_R,mean_E_D_to_C,mean_E_R_to_C
bio_constrained_nonnegative,1260,2.5126206585996838,1.9341091879210648,2.301905386324397,0.7262570371296547,0.9154958569312435,0.8708677645387857
ridge_unconstrained,1260,2.435381695087683,1.8586421261483337,2.196008897453941,0.719979452756409,0.8874567166768115,0.8279455256544623
