model,n,sris_mean,sris_median,sris_std,mean_E_D_to_R,mean_E_D_to_C,mean_E_R_to_C
bio_constrained_nonnegative,420,2.219606834473075,1.7502827118220128,1.7547193421877991,0.6550350880283777,0.7706297970652761,0.793941949379421
identity_projection,420,4.6413341173308975,4.02712940403269,2.7627470028534744,1.5180317379903903,1.4235336893810324,1.6997686899594755
random_projection,420,5.783664440869296,5.1444924271908175,3.0714323311349787,2.007991652756126,2.419320958502076,1.3563518296110926
reference_bio_constrained_lowrisk,420,2.54980080396997,1.827427265150651,2.027915195729018,0.7152136831654748,0.8640123249071548,0.9705747958973407
reference_ridge_lowrisk,420,3.0237377254483166,2.412416541613931,2.3225374953138918,0.7918578664950584,0.8591373344229644,1.3727425245302947
ridge_unconstrained,420,2.145297655068436,1.683398734950602,1.6743117846192452,0.6417621626725709,0.7424534196651442,0.7610820727307208
shuffled_target_ridge,420,3.0809510731865735,2.7151921225798663,2.0499735741608522,1.0460114680965356,1.0155577702920306,1.0193818347980068
